PowerSpy - ALCIOM - Exported raw data file

Current : 10/01/24 15:34:34,855

Sample #,Voltage (V),Current(A)
 1909, 85.011, -0.03021
 1910, 77.971, -0.03059
 1911, 70.634, -0.03118
 1912, 62.961, -0.03231
 1913, 54.989, -0.03391
 1914, 46.756, -0.03563
 1915, 38.237, -0.03720
 1916, 29.386, -0.03861
 1917, 20.222, -0.03983
 1918, 10.878, -0.04065
 1919, 1.533, -0.04081
 1920, -7.699, -0.04029
 1921, -16.813, -0.03934
 1922, -25.827, -0.03819
 1923, -34.691, -0.03684
 1924, -43.273, -0.03523
 1925, -51.460, -0.03345
 1926, -59.218, -0.03178
 1927, -66.576, -0.03032
 1928, -73.564, -0.02899
 1929, -80.222, -0.02784
 1930, -86.644, -0.02718
 1931, -92.993, -0.02741
 1932, -99.420, -0.02841
 1933, -105.974, -0.02941
 1934, -112.588, -0.02970
 1935, -119.175, -0.02903
 1936, -125.701, -0.02805
 1937, -132.192, -0.02730
 1938, -138.672, -0.02700
 1939, -145.128, -0.02699
 1940, -151.531, -0.02695
 1941, -157.870, -0.02695
 1942, -164.153, -0.02685
 1943, -170.388, -0.02660
 1944, -176.577, -0.02618
 1945, -182.730, -0.02566
 1946, -188.873, -0.02536
 1947, -195.035, -0.02537
 1948, -201.223, -0.02564
 1949, -207.424, -0.02613
 1950, -213.623, -0.02662
 1951, -219.825, -0.02701
 1952, -226.058, -0.02720
 1953, -232.354, -0.02713
 1954, -238.724, -0.02710
 1955, -245.132, -0.02722
 1956, -251.491, -0.02729
 1957, -257.683, -0.02693
 1958, -263.643, -0.02600
 1959, -269.411, -0.02492
 1960, -275.100, -0.02416
 1961, -280.775, -0.02378
 1962, -286.331, -0.02315
 1963, -291.512, -0.02149
 1964, -296.037, -0.01874
 1965, -299.758, -0.01550
 1966, -302.712, -0.01246
 1967, -305.056, -0.01015
 1968, -306.957, -0.00859
 1969, -308.553, -0.00766
 1970, -309.965, -0.00720
 1971, -311.304, -0.00701
 1972, -312.659, -0.00675
 1973, -314.038, -0.00611
 1974, -315.368, -0.00529
 1975, -316.546, -0.00458
 1976, -317.506, -0.00413
 1977, -318.253, -0.00373
 1978, -318.838, -0.00315
 1979, -319.295, -0.00244
 1980, -319.611, -0.00174
 1981, -319.739, -0.00091
 1982, -319.660, 0.00007
 1983, -319.407, 0.00056
 1984, -319.051, -0.00041
 1985, -318.652, -0.00353
 1986, -318.228, -0.00908
 1987, -317.770, -0.01887
 1988, -317.274, -0.03756
 1989, -316.764, -0.06945
 1990, -316.277, -0.11244
 1991, -315.829, -0.15551
 1992, -315.402, -0.18441
 1993, -314.954, -0.19196
 1994, -314.456, -0.18290
 1995, -313.914, -0.16803
 1996, -313.363, -0.15319
 1997, -312.826, -0.13489
 1998, -312.273, -0.10677
 1999, -311.600, -0.06902
 2000, -310.670, -0.03074
 2001, -309.354, -0.00303
 2002, -307.550, 0.00988
 2003, -305.173, 0.01262
 2004, -302.114, 0.01331
 2005, -298.264, 0.01672
 2006, -293.558, 0.02226
 2007, -288.038, 0.02686
 2008, -281.862, 0.02885
 2009, -275.249, 0.02914
 2010, -268.406, 0.02944
 2011, -261.479, 0.03022
 2012, -254.553, 0.03063
 2013, -247.666, 0.02994
 2014, -240.832, 0.02873
 2015, -234.050, 0.02825
 2016, -227.315, 0.02876
 2017, -220.628, 0.02941
 2018, -213.996, 0.02927
 2019, -207.437, 0.02851
 2020, -200.960, 0.02812
 2021, -194.560, 0.02843
 2022, -188.206, 0.02869
 2023, -181.861, 0.02824
 2024, -175.479, 0.02750
 2025, -169.017, 0.02775
 2026, -162.434, 0.02934
 2027, -155.699, 0.03108
 2028, -148.812, 0.03152
 2029, -141.800, 0.03064
 2030, -134.695, 0.03002
 2031, -127.516, 0.03090
 2032, -120.276, 0.03278
 2033, -113.015, 0.03377
 2034, -105.809, 0.03277
 2035, -98.732, 0.03074
 2036, -91.793, 0.02970
 2037, -84.906, 0.03061
 2038, -77.923, 0.03258
 2039, -70.702, 0.03393
 2040, -63.159, 0.03412
 2041, -55.277, 0.03422
 2042, -47.058, 0.03555
 2043, -38.498, 0.03816
 2044, -29.599, 0.04065
 2045, -20.417, 0.04139
 2046, -11.078, 0.04021
 2047, -1.730, 0.03846
 2048, 7.536, 0.03780
 2049, 16.705, 0.03866
 2050, 25.776, 0.03974
 2051, 34.688, 0.03937
 2052, 43.320, 0.03709
 2053, 51.569, 0.03413
 2054, 59.403, 0.03215
 2055, 66.847, 0.03152
 2056, 73.926, 0.03115
 2057, 80.654, 0.02995
 2058, 87.087, 0.02822
 2059, 93.355, 0.02739
 2060, 99.627, 0.02820
 2061, 106.006, 0.02956
 2062, 112.492, 0.02967
 2063, 119.018, 0.02816
 2064, 125.521, 0.02652
 2065, 131.986, 0.02656
 2066, 138.424, 0.02825
 2067, 144.844, 0.02975
 2068, 151.249, 0.02961
 2069, 157.632, 0.02830
 2070, 163.984, 0.02753
 2071, 170.282, 0.02809
 2072, 176.509, 0.02895
 2073, 182.680, 0.02874
 2074, 188.855, 0.02750
 2075, 195.101, 0.02680
 2076, 201.444, 0.02769
 2077, 207.843, 0.02931
 2078, 214.216, 0.02983
 2079, 220.503, 0.02852
 2080, 226.704, 0.02677
 2081, 232.883, 0.02636
 2082, 239.121, 0.02737
 2083, 245.444, 0.02812
 2084, 251.777, 0.02719
 2085, 257.981, 0.02511
 2086, 263.956, 0.02380
 2087, 269.726, 0.02433
 2088, 275.422, 0.02590
 2089, 281.136, 0.02667
 2090, 286.770, 0.02566
 2091, 292.048, 0.02323
 2092, 296.652, 0.02029
 2093, 300.407, 0.01730
 2094, 303.339, 0.01433
 2095, 305.603, 0.01155
 2096, 307.401, 0.00951
 2097, 308.910, 0.00847
 2098, 310.280, 0.00817
 2099, 311.615, 0.00812
 2100, 312.948, 0.00795
 2101, 314.247, 0.00756
 2102, 315.445, 0.00693
 2103, 316.491, 0.00599
 2104, 317.372, 0.00486
 2105, 318.106, 0.00380
 2106, 318.721, 0.00305
 2107, 319.218, 0.00261
 2108, 319.566, 0.00216
 2109, 319.723, 0.00164
 2110, 319.669, 0.00124
 2111, 319.433, 0.00117
 2112, 319.081, 0.00107
 2113, 318.677, 0.00058
 2114, 318.252, 0.00091
 2115, 317.809, 0.00586
 2116, 317.341, 0.02040
 2117, 316.856, 0.04630
 2118, 316.362, 0.07886
 2119, 315.872, 0.10878
 2120, 315.386, 0.12848
 2121, 314.894, 0.13775
 2122, 314.383, 0.14231
 2123, 313.843, 0.14631
 2124, 313.289, 0.14650
 2125, 312.747, 0.13465
 2126, 312.205, 0.10619
 2127, 311.564, 0.06655
 2128, 310.653, 0.02832
 2129, 309.299, 0.00231
 2130, 307.407, -0.00923
 2131, 304.964, -0.01200
 2132, 301.958, -0.01313
 2133, 298.311, -0.01595
 2134, 293.897, -0.01985
 2135, 288.641, -0.02298
 2136, 282.592, -0.02499
 2137, 275.927, -0.02657
 2138, 268.880, -0.02817
 2139, 261.669, -0.02956
 2140, 254.452, -0.03019
 2141, 247.314, -0.03000
 2142, 240.290, -0.02946
 2143, 233.388, -0.02895
 2144, 226.616, -0.02853
 2145, 219.980, -0.02805
 2146, 213.468, -0.02752
 2147, 207.040, -0.02715
 2148, 200.656, -0.02703
 2149, 194.297, -0.02712
 2150, 187.972, -0.02714
 2151, 181.682, -0.02695
 2152, 175.390, -0.02678
 2153, 169.031, -0.02681
 2154, 162.540, -0.02725
 2155, 155.887, -0.02801
 2156, 149.072, -0.02878
 2157, 142.107, -0.02950
 2158, 135.002, -0.03011
 2159, 127.770, -0.03078
 2160, 120.440, -0.03148
 2161, 113.077, -0.03186
 2162, 105.773, -0.03174
 2163, 98.614, -0.03100
 2164, 91.613, -0.03011
 2165, 84.688, -0.02970
 2166, 77.681, -0.03025
 2167, 70.434, -0.03172
 2168, 62.867, -0.03345
 2169, 54.986, -0.03474
 2170, 46.830, -0.03541
 2171, 38.399, -0.03596
 2172, 29.657, -0.03687
 2173, 20.594, -0.03805
 2174, 11.285, -0.03883
 2175, 1.878, -0.03882
 2176, -7.477, -0.03839
 2177, -16.695, -0.03820
 2178, -25.744, -0.03837
 2179, -34.601, -0.03832
 2180, -43.210, -0.03736
 2181, -51.501, -0.03558
 2182, -59.411, -0.03358
 2183, -66.899, -0.03178
 2184, -73.949, -0.03012
 2185, -80.603, -0.02846
 2186, -86.980, -0.02701
 2187, -93.259, -0.02629
 2188, -99.614, -0.02643
 2189, -106.110, -0.02698
 2190, -112.704, -0.02745
 2191, -119.303, -0.02755
 2192, -125.848, -0.02741
 2193, -132.338, -0.02715
 2194, -138.789, -0.02671
 2195, -145.197, -0.02623
 2196, -151.538, -0.02579
 2197, -157.815, -0.02571
 2198, -164.056, -0.02595
 2199, -170.292, -0.02617
 2200, -176.528, -0.02615
 2201, -182.749, -0.02580
 2202, -188.958, -0.02554
 2203, -195.192, -0.02578
 2204, -201.480, -0.02645
 2205, -207.811, -0.02725
 2206, -214.132, -0.02763
 2207, -220.405, -0.02748
 2208, -226.649, -0.02716
 2209, -232.930, -0.02699
 2210, -239.314, -0.02710
 2211, -245.786, -0.02715
 2212, -252.232, -0.02675
 2213, -258.497, -0.02597
 2214, -264.488, -0.02519
 2215, -270.250, -0.02480
 2216, -275.921, -0.02468
 2217, -281.578, -0.02433
 2218, -287.109, -0.02334
 2219, -292.235, -0.02143
 2220, -296.667, -0.01872
 2221, -300.279, -0.01559
 2222, -303.140, -0.01237
 2223, -305.420, -0.00969
 2224, -307.279, -0.00801
 2225, -308.835, -0.00739
 2226, -310.197, -0.00748
 2227, -311.488, -0.00763
 2228, -312.810, -0.00752
 2229, -314.183, -0.00694
 2230, -315.522, -0.00605
 2231, -316.691, -0.00511
 2232, -317.600, -0.00419
 2233, -318.266, -0.00350
 2234, -318.787, -0.00302
 2235, -319.247, -0.00251
 2236, -319.630, -0.00180
 2237, -319.845, -0.00095
 2238, -319.814, -0.00041
 2239, -319.558, -0.00061
 2240, -319.175, -0.00120
 2241, -318.765, -0.00126
 2242, -318.361, -0.00041
 2243, -317.941, -0.00050
 2244, -317.478, -0.00604
 2245, -316.976, -0.02170
 2246, -316.465, -0.04804
 2247, -315.971, -0.07962
 2248, -315.494, -0.10778
 2249, -315.010, -0.12623
 2250, -314.496, -0.13443
 2251, -313.949, -0.13533
 2252, -313.399, -0.13037
 2253, -312.873, -0.11720
 2254, -312.349, -0.09330
 2255, -311.720, -0.06094
 2256, -310.828, -0.02800
 2257, -309.519, -0.00339
 2258, -307.689, 0.00911
 2259, -305.266, 0.01252
 2260, -302.167, 0.01326
 2261, -298.309, 0.01591
 2262, -293.645, 0.02079
 2263, -288.211, 0.02560
 2264, -282.116, 0.02829
 2265, -275.507, 0.02898
 2266, -268.547, 0.02927
 2267, -261.409, 0.03015
 2268, -254.257, 0.03119
 2269, -247.199, 0.03146
 2270, -240.255, 0.03082
 2271, -233.382, 0.03022
 2272, -226.556, 0.03021
 2273, -219.804, 0.03019
 2274, -213.186, 0.02919
 2275, -206.723, 0.02729
 2276, -200.374, 0.02585
 2277, -194.077, 0.02604
 2278, -187.790, 0.02722
 2279, -181.500, 0.02796
 2280, -175.186, 0.02763
 2281, -168.797, 0.02721
 2282, -162.269, 0.02793
 2283, -155.575, 0.02952
 2284, -148.725, 0.03054
 2285, -141.752, 0.03020
 2286, -134.676, 0.02937
 2287, -127.508, 0.02961
 2288, -120.277, 0.03111
 2289, -113.043, 0.03243
 2290, -105.879, 0.03205
 2291, -98.830, 0.03024
 2292, -91.878, 0.02893
 2293, -84.933, 0.02961
 2294, -77.855, 0.03185
 2295, -70.520, 0.03387
 2296, -62.871, 0.03437
 2297, -54.926, 0.03397
 2298, -46.712, 0.03439
 2299, -38.216, 0.03660
 2300, -29.383, 0.03977
 2301, -20.209, 0.04191
 2302, -10.811, 0.04178
 2303, -1.392, 0.03995
 2304, 7.887, 0.03814
 2305, 16.975, 0.03765
 2306, 25.901, 0.03815
 2307, 34.664, 0.03813
 2308, 43.196, 0.03657
 2309, 51.414, 0.03392
 2310, 59.270, 0.03171
 2311, 66.753, 0.03083
 2312, 73.843, 0.03069
 2313, 80.537, 0.03001
 2314, 86.909, 0.02836
 2315, 93.142, 0.02676
 2316, 99.440, 0.02665
 2317, 105.914, 0.02816
 2318, 112.533, 0.02982
 2319, 119.189, 0.03008
 2320, 125.797, 0.02887
 2321, 132.340, 0.02760
 2322, 138.832, 0.02766
 2323, 145.279, 0.02880
 2324, 151.678, 0.02953
 2325, 158.033, 0.02878
 2326, 164.344, 0.02712
 2327, 170.604, 0.02604
 2328, 176.797, 0.02625
 2329, 182.933, 0.02699
 2330, 189.061, 0.02709
 2331, 195.238, 0.02645
 2332, 201.483, 0.02616
 2333, 207.758, 0.02693
 2334, 214.006, 0.02812
 2335, 220.213, 0.02848
 2336, 226.422, 0.02779
 2337, 232.709, 0.02731
 2338, 239.119, 0.02803
 2339, 245.605, 0.02930
 2340, 252.043, 0.02938
 2341, 258.295, 0.02768
 2342, 264.308, 0.02556
 2343, 270.141, 0.02491
 2344, 275.904, 0.02581
 2345, 281.621, 0.02661
 2346, 287.153, 0.02557
 2347, 292.249, 0.02262
 2348, 296.680, 0.01895
 2349, 300.347, 0.01555
 2350, 303.282, 0.01251
 2351, 305.583, 0.00966
 2352, 307.379, 0.00737
 2353, 308.824, 0.00623
 2354, 310.096, 0.00616
 2355, 311.334, 0.00639
 2356, 312.595, 0.00625
 2357, 313.837, 0.00562
 2358, 314.997, 0.00493
 2359, 316.031, 0.00444
 2360, 316.932, 0.00392
 2361, 317.701, 0.00322
 2362, 318.329, 0.00241
 2363, 318.814, 0.00179
 2364, 319.162, 0.00128
 2365, 319.376, 0.00057
 2366, 319.440, -0.00021
 2367, 319.328, -0.00025
 2368, 319.042, 0.00068
 2369, 318.634, 0.00154
 2370, 318.179, 0.00143
 2371, 317.733, 0.00241
 2372, 317.310, 0.01078
 2373, 316.879, 0.03284
 2374, 316.405, 0.06846
 2375, 315.889, 0.10833
 2376, 315.360, 0.13940
 2377, 314.852, 0.15378
 2378, 314.371, 0.15346
 2379, 313.885, 0.14578
 2380, 313.360, 0.13538
 2381, 312.797, 0.12066
 2382, 312.208, 0.09772
 2383, 311.567, 0.06693
 2384, 310.753, 0.03465
 2385, 309.581, 0.00898
 2386, 307.873, -0.00590
 2387, 305.516, -0.01189
 2388, 302.439, -0.01421
 2389, 298.585, -0.01692
 2390, 293.908, -0.02093
 2391, 288.431, -0.02494
 2392, 282.277, -0.02758
 2393, 275.631, -0.02892
 2394, 268.679, -0.02975
 2395, 261.552, -0.03069
 2396, 254.350, -0.03148
 2397, 247.172, -0.03151
 2398, 240.110, -0.03058
 2399, 233.216, -0.02917
 2400, 226.472, -0.02796
 2401, 219.818, -0.02731
 2402, 213.215, -0.02722
 2403, 206.674, -0.02747
 2404, 200.233, -0.02775
 2405, 193.907, -0.02783
 2406, 187.659, -0.02761
 2407, 181.422, -0.02711
 2408, 175.129, -0.02676
 2409, 168.738, -0.02694
 2410, 162.213, -0.02768
 2411, 155.528, -0.02874
 2412, 148.681, -0.02954
 2413, 141.701, -0.03009
 2414, 134.633, -0.03062
 2415, 127.501, -0.03129
 2416, 120.315, -0.03196
 2417, 113.102, -0.03197
 2418, 105.931, -0.03124
 2419, 98.874, -0.03020
 2420, 91.927, -0.02964
 2421, 84.982, -0.02995
 2422, 77.873, -0.03087
 2423, 70.476, -0.03201
 2424, 62.759, -0.03314
 2425, 54.759, -0.03438
 2426, 46.509, -0.03579
 2427, 38.002, -0.03724
 2428, 29.206, -0.03847
 2429, 20.118, -0.03933
 2430, 10.802, -0.03980
 2431, 1.383, -0.03994
 2432, -7.990, -0.03984
 2433, -17.201, -0.03950
 2434, -26.194, -0.03884
 2435, -34.963, -0.03776
 2436, -43.509, -0.03626
 2437, -51.789, -0.03449
 2438, -59.720, -0.03263
 2439, -67.215, -0.03077
 2440, -74.242, -0.02904
 2441, -80.868, -0.02772
 2442, -87.239, -0.02711
 2443, -93.529, -0.02722
 2444, -99.873, -0.02763
 2445, -106.312, -0.02784
 2446, -112.818, -0.02780
 2447, -119.334, -0.02782
 2448, -125.836, -0.02818
 2449, -132.321, -0.02877
 2450, -138.778, -0.02900
 2451, -145.179, -0.02861
 2452, -151.505, -0.02768
 2453, -157.779, -0.02669
 2454, -164.056, -0.02619
 2455, -170.366, -0.02622
 2456, -176.682, -0.02667
 2457, -182.955, -0.02710
 2458, -189.166, -0.02718
 2459, -195.350, -0.02703
 2460, -201.561, -0.02683
 2461, -207.816, -0.02690
 2462, -214.085, -0.02718
 2463, -220.318, -0.02728
 2464, -226.503, -0.02710
 2465, -232.685, -0.02684
 2466, -238.945, -0.02687
 2467, -245.319, -0.02724
 2468, -251.730, -0.02744
 2469, -258.019, -0.02697
 2470, -264.056, -0.02590
 2471, -269.844, -0.02486
 2472, -275.502, -0.02433
 2473, -281.120, -0.02406
 2474, -286.619, -0.02334
 2475, -291.758, -0.02154
 2476, -296.273, -0.01872
 2477, -300.011, -0.01555
 2478, -302.973, -0.01251
 2479, -305.264, -0.00988
 2480, -307.054, -0.00784
 2481, -308.541, -0.00660
 2482, -309.902, -0.00622
 2483, -311.242, -0.00641
 2484, -312.576, -0.00672
 2485, -313.870, -0.00678
 2486, -315.088, -0.00649
 2487, -316.206, -0.00603
 2488, -317.192, -0.00542
 2489, -318.003, -0.00467
 2490, -318.621, -0.00396
 2491, -319.069, -0.00346
 2492, -319.385, -0.00296
 2493, -319.578, -0.00223
 2494, -319.615, -0.00142
 2495, -319.468, -0.00099
 2496, -319.149, -0.00088
 2497, -318.718, -0.00038
 2498, -318.252, 0.00050
 2499, -317.798, -0.00105
 2500, -317.359, -0.00980
 2501, -316.911, -0.02862
 2502, -316.422, -0.05471
 2503, -315.896, -0.08059
 2504, -315.362, -0.10034
 2505, -314.851, -0.11431
 2506, -314.359, -0.12714
 2507, -313.852, -0.14064
 2508, -313.311, -0.14893
 2509, -312.752, -0.14211
 2510, -312.187, -0.11540
 2511, -311.551, -0.07483
 2512, -310.695, -0.03422
 2513, -309.435, -0.00553
 2514, -307.619, 0.00807
 2515, -305.163, 0.01183
 2516, -302.008, 0.01332
 2517, -298.105, 0.01646
 2518, -293.438, 0.02063
 2519, -288.042, 0.02389
 2520, -282.023, 0.02570
 2521, -275.536, 0.02730
 2522, -268.740, 0.02937
 2523, -261.786, 0.03120
 2524, -254.789, 0.03149
 2525, -247.815, 0.03016
 2526, -240.890, 0.02879
 2527, -234.021, 0.02865
 2528, -227.208, 0.02923
 2529, -220.456, 0.02926
 2530, -213.759, 0.02830
 2531, -207.115, 0.02734
 2532, -200.543, 0.02747
 2533, -194.077, 0.02818
 2534, -187.730, 0.02808
 2535, -181.455, 0.02673
 2536, -175.155, 0.02540
 2537, -168.725, 0.02578
 2538, -162.115, 0.02781
 2539, -155.337, 0.02986
 2540, -148.446, 0.03058
 2541, -141.492, 0.03029
 2542, -134.481, 0.03047
 2543, -127.385, 0.03158
 2544, -120.176, 0.03252
 2545, -112.886, 0.03193
 2546, -105.619, 0.02992
 2547, -98.495, 0.02819
 2548, -91.547, 0.02820
 2549, -84.669, 0.02973
 2550, -77.663, 0.03126
 2551, -70.364, 0.03161
 2552, -62.726, 0.03133
 2553, -54.783, 0.03184
 2554, -46.559, 0.03393
 2555, -38.015, 0.03682
 2556, -29.113, 0.03897
 2557, -19.908, 0.03958
 2558, -10.551, 0.03925
 2559, -1.200, 0.03908
End of dump
